Country Name,Country Code,Year,Access to electricity (% of population),Agricultural land (% of land area),Agricultural land (sq. km),"Agriculture, forestry, and fishing, value added (% of GDP)",Arable land (% of land area),CO2 emissions (kg per 2010 US$ of GDP),CO2 emissions (kg per 2011 PPP $ of GDP),CO2 emissions (kg per PPP $ of GDP),CO2 emissions (kt),CO2 emissions (metric tons per capita),CO2 emissions from gaseous fuel consumption (% of total),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (% of total),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from solid fuel consumption (% of total),CO2 emissions from solid fuel consumption (kt),CPIA public sector management and institutions cluster average (1=low to 6=high),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)","Foreign direct investment, net inflows (% of GDP)",Forest area (% of land area),Forest area (sq. km),Land area where elevation is below 5 meters (% of total land area),Marine protected areas (% of territorial waters),Methane emissions (% change from 1990),Methane emissions (kt of CO2 equivalent),"Mortality rate, under-5 (per 1,000 live births)",Nitrous oxide emissions (% change from 1990),Nitrous oxide emissions (thousand metric tons of CO2 equivalent),Other greenhouse gas emissions (% change from 1990),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",Population growth (annual %),Population living in areas where elevation is below 5 meters (% of total population),"Population, total","Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population living in areas where elevation is below 5 meters (% of total population),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Terrestrial and marine protected areas (% of total territorial area),Terrestrial protected areas (% of total land area),Total greenhouse gas emissions (kt of CO2 equivalent),Urban land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (sq. km),Urban population,Urban population (% of total),Urban population growth (annual %),Urban population living in areas where elevation is below 5 meters (% of total population)
Brunei Darussalam,BRN,1998,100,1.897533207,100,1.410283186,0.379506641,0.466541987,0.204263996,0.267602157,5269.479,16.50725514,57.89839944,3050.944,27.00069589,1422.796,0,0,0,0,0,75.93927894,4002,0,0,98.36483212,7163.45,12,324.305254,2423.394,-70.22011181,3196.6,2.276181024,0,319222,0,115.2555771,0,0,0,0,0,0.985029995,0,0,17789.184,0,0,223998,70.17,2.997174832,0
Guinea-Bissau,GNB,1998,4.295226574,54.65860597,15370,61.41625616,9.246088193,0.277402608,0.108301908,0.141884153,172.349,0.143634341,0,0,100,172.349,0,0,0,0,2.134646239,76.07396871,21392,0,0,10.41690846,951.383,186.2,13.78156302,599.6888,23516.4,4723.28,1.696766517,0,1199915,0,0,0,89.01921391,0,0,0,0,0,0,6512.3608,0,0,425826,35.488,2.756356982,0
"Iran, Islamic Rep.",IRN,1998,97.42551422,39.77688548,647870,11.55505789,10.33731182,1.041558351,0.37916998,0.496742971,308508.377,4.827939521,32.00366096,98733.975,56.72938631,175014.909,1.5844338,4888.111,0,0,0.021763395,5.694970407,92757.4,0,0,29.61038961,73552.6,38.2,32.01253882,25483.55,-20.22261433,2215.418,1.879941382,0,63900630,9.5,0,6.80429908,0.841574849,0,0,0,0,0,0,410530.568,0,0,39994126,62.588,3.061236593,0
Uruguay,URY,1998,97.79627991,85.41880928,149500,7.044928186,7.696263284,0.183030755,0.127912902,0.167576122,5687.517,1.72760589,0.064474533,3.667,92.19858156,5243.81,0.064474533,3.667,0,0,0.646421115,7.172437436,12553.2,0,0,15.91978212,18259.8,18.4,9.445795469,6627.025,-39.95988811,242.565,0.643839602,0,3292138,0,95.85984039,96.12249164,36.90139164,0,0,0,1.12045002,0,0,30975.1,0,0,3010660,91.45,0.975727887,0
St. Lucia,LCA,1998,88.35932922,25.40983607,155,5.725227965,3.278688525,0.279453125,0.184576562,0.241810045,308.028,2.010849768,0,0,100,308.028,0,0,0,0,11.3071311,34.95081967,213.2,0,0,5.026533737,38.8302,18.6,12.66357853,34.65273,-20,1.42E-14,1.378407398,0,153183,0,0,0,2.648507464,0,0,0,0,0,0,0,0,0,43149,28.168,0.679025003,0
Aruba,ABW,1998,90.954422,11.11111111,20,0.40254948,11.11111111,0,0,0,1796.83,20.58766915,0,0,100,1796.83,0,0,0,0,5.018450185,2.333333333,4.2,0,0,14.30472827,17.3478,0,-44.7202689,6.535978,-200,-2.13E-14,2.114385656,0,87277,0,0,0,0.157875691,0,0,0,0,0,0,0,0,0,41488,47.536,1.256413724,0
Europe & Central Asia (excluding high income),ECA,1998,98.64516193,28.33810475,6381209,9.530711598,11.10037063,1.518890997,0.730805404,1.280312983,2645068.935,6.739063232,42.24453937,1101852.456,23.61886099,626841.0151,31.96608158,868641.9753,0,0,1.435033571,38.4582258,8698878.4,0,0,-26.61295205,810146.42,40.38777195,-32.3891481,290647.6486,-57.14826142,1265728.001,0.075747398,0,392498014,0,93.94676208,21.17743226,5.720263257,0,0,0,0.96839,0,0,5092441.999,0,0,248728877,63.68975367,0.217607322,0
Upper middle income,UMC,1998,94.48338707,34.27405888,19004274,11.5272491,8.882783942,0.994534253,0.525175646,0.744776252,7779369.599,3.507479526,17.06760871,1339532.123,30.53497985,2375683.127,46.2171386,3697752.893,0,0,3.077365927,35.87204368,19926522.8,0,0,3.972322441,2777789.325,39.2,10.35773044,1107813.978,50.56609721,3367207.319,1.065703089,0,2217937280,0,92.57604218,27.06596659,20.33581718,0,0,0,0.96785,0,0,15262489.55,0,0,1070402773,48.26118337,2.646975262,0
South Asia,SAS,1998,53.72808492,57.00283475,2720694,24.58884951,44.4450241,1.151102478,0.34294702,0.449287999,1069733.573,0.800832072,8.847212557,98018.29648,31.29518475,334775.098,55.0423524,589404.2669,0,0,0.646091056,16.55219562,790021.4,0,0,8.111037504,791346.5083,101,27.59724561,271178.6661,-31.43084496,39276.008,1.937575145,0,1335777637,0,67.56143951,19.40491023,53.90778359,0,0,0,0.7753,0,0,2197253.576,0,0,359266597,26.89568874,2.830692128,0
Palau,PLW,1998,98.34693909,10.86956522,50,0,2.173913043,0,0,0,238.355,12.86736126,0,0,100,238.355,0,0,0,0,0,85.43478261,393,0,0,15.63594653,1.31056,28.5,15.10346084,0.029384187,0,0,2.188533879,0,18524,0,0,0,0,0,0,0,0,0,0,0,0,0,13120,70.825,1.853970561,0
Spain,ESP,1998,100,59.98318116,299580,4.155100155,27.39868653,0.250306165,0.236673492,0.341973499,261541.441,6.5022035,10.16642598,26589.417,57.83828499,151271.084,25.68456178,67175.773,0,0,2.31463395,32.72355038,163434.5,0,0,4.992837331,34447.1,5.8,7.297707791,28097.687,71.11428298,10729.55,0.413847481,0,40223509,0,0,19.07369488,8.941412249,0,0,0,1.035750031,0,0,343785.337,0,0,30610090,76.1,0.520340426,0
Middle East & North Africa,MEA,1998,90.50879616,34.66932234,3896426.2,8.872220941,5.024688513,0.746521824,0.317139406,0.413223242,1267747.906,4.156529511,32.64510381,417121.9399,55.83539185,707852.011,3.50863999,0,0,0,1.288654489,1.813905896,203861.8,0,0,26.36188778,310888.941,46.6,16.45899131,88241.30811,-65.53185686,10378.758,2.013022843,0,305001541,0,81.56260681,4.669138719,2.389746326,0,0,0,0.87941,0,0,1666429.536,0,0,175995988,57.70331127,2.666910203,0
Qatar,QAT,1998,100,5.684754522,660,0,1.119724376,0,0,0,32401.612,58.86599931,61.83793572,20036.488,36.64554097,11873.746,0,0,0,0,3.386477192,0,0,0,0,114.719948,9446.69,13.5,-53.68097307,620,-11.11111111,1.82E-12,2.91660229,0,550430,0,90.19149017,0,0,0,0,0,0.981230021,0,0,38744.69,0,0,527796,95.888,3.155582714,0
Kenya,KEN,1998,14.5,46.48768317,264580,27.7449136,8.219418772,0.394277568,0.154039956,0.20180465,10036.579,0.337139584,0,0,90.97552064,9130.83,1.972963098,198.018,0,0,0.188365603,6.659872791,37904,0,0,8.175435316,21985.9,111.1,3.166230436,9579.62,1208.945,26178.9,2.77822566,0,29769803,17.5,0,81.98354266,79.67732846,0,0,0,0,0,0,66595.01,0,0,5722352,19.222,4.478178306,0
Maldives,MDV,1998,83.13104248,26.66666667,80,9.548174367,10,0.204675959,0.121051337,0.158586924,300.694,1.116966189,0,0,100,300.694,0,0,0,0,2.132576087,3.333333333,10,0,0,27.60789739,31.7283,54.5,120.5300551,12.845997,-100,0,1.848665813,0,269206,0,0,0,3.027277981,0,0,0,0.999260008,0,0,351.802297,0,0,72026,26.755,3.264035094,0
Puerto Rico,PRI,1998,0,30.72153326,2725,1.098242812,5.806087937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.06538895,4174.7,0,0,9.529502084,1997.38,0,-26.61486131,242.10814,-100,2.84E-13,0.57478869,0,3781101,0,0,0.515570221,0.515570154,0,0,0,0,0,0,2864.88914,0,0,3560323,94.161,0.724660564,0
Portugal,PRT,1998,100,41.20218579,37700,3.534014647,20.76502732,0.28161122,0.233021166,0.341205461,57817.589,5.690597799,2.758926873,1595.145,68.66239614,39698.942,20.38434705,11785.738,0,0,2.423189015,36.73879781,33616,0,0,18.69019072,11710.9,8.2,17.98376735,5835.719,4441.817499,7502.81,0.505389233,0,10160196,0,0,36.36106613,22.43224103,0,0,0,1.016899943,0,0,83126.729,0,0,5393642,53.086,1.752648482,0
San Marino,SMR,1998,100,16.66666667,10,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,1.091799916,0,26799,0,0,0,0,0,0,0,0,0,0,0,0,0,24863,92.776,1.47484542,0
Suriname,SUR,1998,98.74053955,0.564102564,880,9.941005291,0.365384615,0.777714266,0.454380867,0.595275243,2108.525,4.568257648,0,0,98.60869565,2079.189,0,0,0,0,0.962962963,98.71025641,153988,0,0,-21.98979519,769.644,37,-11.90428782,397.7517,-90.58442564,699,1.222012909,0,461560,0,0,0,0,0,0,0,0,0,0,3183.8257,0,0,306000,66.297,1.333690851,0
Israel,ISR,1998,100,25.97042514,5620,1.666091995,15.4805915,0.368185396,0.379325589,0.433525825,57095.19,9.562081728,0.038535645,22.002,50.8477842,29031.639,43.45536288,24810.922,0,0,1.498026838,6.876155268,1488,0,0,35.51811871,2588.64,7.5,31.32915826,2121.2153,14.74014486,1375,2.28687869,0,5971000,0,0,0.065867475,6.074627123,0,0,0,0,0,0,59555.1553,0,0,5438029,91.074,2.358287683,0
Post-demographic dividend,PST,1998,99.91292372,37.79905741,11887844,1.875472948,12.96518641,0.34741362,0.359206419,0.48352496,11802892.23,11.67795105,21.01884687,2481512.208,44.19090695,5215805.121,32.71691048,3862824.67,0,0,2.04151189,31.34690334,9865845.5,0,0,-7.879137096,1551209.244,7.773804758,-2.286905571,942157.849,141.8905292,1168396.543,0.480704411,0,1010698895,0,97.23931885,15.54502121,6.822364878,0,0,0,1.01411,0,0,15991380.41,0,0,768409731,76.02756191,0.782904847,0
South Africa,ZAF,1998,64.9,80.77554015,979880,3.448135515,11.29347369,1.50847242,0.923190886,1.209453827,377726.669,8.512704309,0.703835662,2658.575,11.81376023,44623.723,86.32908443,326087.975,0,0,0.39944921,7.617736524,92410,0,0,10.33133032,58883.5,72.5,21.93042463,27903.596,1166.910004,49047.8,1.624697827,0,44372112,0,87.2678299,0.899711265,17.27249004,0,0,0,1.027209997,0,0,457895.896,0,0,24817322,55.93,2.488420782,0
East Asia & Pacific (IDA & IBRD countries),TEA,1998,89.53362579,48.21087654,7621778,16.95706315,11.53609291,1.367085745,0.597876915,0.783266531,3957031.467,2.252604772,4.260394512,169233.9585,23.2483979,920053.4808,64.32137379,2551313.099,0,0,4.042909286,28.29230419,4472801.1,0,0,8.8498731,1701623.416,46.14619537,27.28845435,706195.261,-23.16897815,1298528.677,1.141018229,0,1756647023,0,89.91538239,17.86290768,32.47970743,0,0,0,0.94902,0,0,7982316.013,0,0,605161832,34.4498255,3.819846835,0
Guinea,GIN,1998,14.61533928,55.81556243,137150,21.16409858,9.706169624,0.310548214,0.127847715,0.167490723,1503.47,0.176810242,0,0,90.73170732,1364.124,0,0,0,0,0.496324792,28.39003744,69760,0,0,-6.138995873,8178.71,180.5,-5.132821596,5455.69,105.5593325,101594,1.963203038,0,8503297,0,24.39049911,51.56054931,84.35999679,0,0,0,0,0,0,116336.8,0,0,2578455,30.323,2.860947493,0
"Venezuela, RB",VEN,1998,98.3877182,24.53602403,216420,4.950432155,2.939742645,0.564612884,0.462244979,0.605577858,167339.878,7.099862305,48.01244686,80343.97,46.31634308,77505.712,2.103694614,3520.32,0,0,5.458156482,56.37548892,497260,0,0,35.83277239,59932,23.5,17.31515057,14712.879,41.98767298,60679,1.967842509,0,23569454,4.6,0,71.59649947,13.63981314,0,0,0,0,0,0,285667.879,0,0,20495762,86.959,2.323818818,0
Caribbean small states,CSS,1998,85.29306611,6.480177844,26235,5.175118692,2.035321724,0.83262532,0.534726989,0.700535082,36989.029,5.744898531,44.0864479,0,53.28640825,19710.125,0.515515019,0,0,0,5.422470469,85.8343584,347500.4,0,0,54.66528467,11051.6223,29.07725711,51.87338447,5978.142393,-74.89806118,5121.973,0.728202577,0,6438587,0,90.58673859,2.950568579,9.644562035,0,0,0,1.0123,0,0,55852.55656,0,0,3215310,49.93813757,1.006829477,0
Europe & Central Asia (IDA & IBRD countries),TEC,1998,98.7793963,28.78508004,6586119,8.667764823,11.58661578,1.434532262,0.711780846,1.207978544,2991149.319,6.865748952,38.18206802,1128047.611,22.95456107,688655.4222,36.65507011,1118832.013,0,0,1.90558424,38.32645874,8807892.4,0,0,-23.86672775,883995.24,38.04980595,-18.06137989,323220.9296,167.8472853,1267395.54,0.05509659,0,435662495,0,94.23300171,19.7063464,5.976142986,0,0,0,0.97044,0,0,5508779.739,0,0,274940110,63.39458907,0.196231694,0
Low & middle income,LMY,1998,71.48901517,37.56757672,34474609.2,14.3162944,10.7239376,0.98530671,0.460646119,0.636276632,10124002.66,2.082955709,17.54070973,1831078.358,32.13584309,3253007.939,44.32814797,4698014.739,0,0,2.732153156,32.9197347,30242646.9,0,0,4.915377876,4900300.488,90.24571021,7.975078639,2082189.454,44.01632013,8452747.193,1.558181858,0,4860402272,0,78.51351166,26.27470771,30.71936104,0,0,0,0.89255,0,0,25946953.79,0,0,1894524033,38.99452277,2.783618739,0
Bahrain,BHR,1998,0,12.67605634,90,0,2.816901408,1.324927786,0.676729818,0.886570135,18404.673,29.98959267,83.06435545,15287.723,16.31799163,3003.273,0,0,0,0,2.902019672,0.478873239,3.4,0,0,27.88243071,2302.05,14,28.39935932,93.19065,-89.01574803,279,3.106571675,0,613702,0,94.39054108,0,0,0,0,0,1.024659991,0,0,0,0,0,542384,88.379,3.103240509,0
Sweden,SWE,1998,100,7.873958181,32310,1.98968712,6.777306624,0.146268114,0.177378696,0.234876724,52977.149,5.985459792,3.41939503,1811.498,76.15421887,40344.334,18.3082993,9699.215,0,0,7.502706886,68.58458839,281430,0,0,0.534675809,11582.6,4.2,2.072421869,7147.112,27.24368645,1505.244,0.055512122,0,8850974,0,0,49.1828882,35.65790342,0,0,0,1.150640011,0,0,83307.056,0,0,7432163,83.97,0.088869607,0
Lower middle income,LMC,1998,59.65914323,46.26894192,10219111.2,22.48912434,17.45333516,0.971009378,0.328702825,0.430626966,2169005.976,0.985401358,20.01144634,463243.9423,36.58949985,793727.3238,38.06262297,890927.0021,0,0,1.57646248,28.36188765,6264100.1,0,0,9.137839477,1740082.124,101,15.91266372,736652.5532,10.87496195,2422360.874,1.831545447,0,2201139625,0,73.52047729,21.32679345,47.58749076,0,0,0,0.841,0,0,7225515.377,0,0,708933264,32.23634803,2.836128394,0
Philippines,PHL,1998,71.3,37.84753664,112850,14.75983528,17.22171915,0.594525585,0.226206645,0.29634878,69240.294,0.926989808,0.026480246,18.335,80.7753416,55929.084,9.914204004,6864.624,0,0,3.167281689,23.25049468,69326,0,0,7.57466719,44694.8,40.8,24.04120633,12258.206,590.6473725,31767.5,2.204945837,0,74693695,28.3,84.64189148,33.62355092,33.43061176,0,0,0,1.024039984,0,0,163224.106,0,0,34586915,46.305,2.021547323,0
Virgin Islands (U.S.),VIR,1998,100,22.85714286,80,0,8.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.25714286,210.9,0,0,10.74993344,37.4368,0,-66.09664604,3.129543,-150,-1.78E-15,0.165979733,0,108537,0,0,0,0,0,0,0,0,0,0,42.021353,0,0,99649,91.811,0.643315635,0
Sri Lanka,LKA,1998,66.37773132,37.13921225,23290,21.16449052,14.17636741,0.252431594,0.083118565,0.108891961,7825.378,0.421383016,0,0,94.37675726,7385.338,0.046860356,3.667,0,0,1.224592312,35.24796683,22104,0,0,-19.09710703,9315.24,17.9,5.184261158,1850.6628,-55.10359458,392.149,0.508519876,0,18570701,0,97.30782318,68.88967095,64.15051139,0,0,0,0,0,0,20556.1318,0,0,3419052,18.411,0.421647592,0
El Salvador,SLV,1998,81.637983,69.98069498,14500,9.468184644,28.95752896,0.380933469,0.180923867,0.237024723,5812.195,1.005795242,0,0,90.78864353,5276.813,0.063091483,3.667,0,0,10.09184857,16.45752896,3410,0,0,2.095071345,2728.94,37,3.301487652,1381.3352,108.7184865,166.975,0.885612579,0,5778706,9.6,81.78877258,53.43046358,51.58657898,0,0,0,0.95806998,0,0,10166.6802,0,0,3340092,57.8,3.094954197,0
Belize,BLZ,1998,89.58912659,6.488382288,1480,14.76305727,2.805786936,0.479682425,0.26455032,0.346582057,370.367,1.608305397,0,0,100,370.367,0,0,0,0,2.56171167,65.35072337,14906.5,0,0,-6.742810044,158.402,25.5,-8.683079776,118.45472,605,282,3.84122995,0,230284,0,0,41.50943396,35.32468636,0,0,0,0,0,0,923.13572,0,0,105454,45.793,3.384138671,0
Afghanistan,AFG,1998,0.021977138,58.00171553,378670,0,11.88156726,0,0,0,1041.428,0.05520717,25.35211268,264.024,66.1971831,689.396,0.352112676,3.667,0,0,0,2.067824648,13500,0,0,27.17231415,9700.17,135.8,21.27939178,3332.996,-96.25,6,2.590485449,0,18863999,0,0,74.43609023,44.09433685,0,0,0,0,0,0,13793.367,0,0,4130273,21.895,3.002394746,0
Uganda,UGA,1998,7.098453045,61.26820479,122420,38.25104851,25.42415295,0.142291918,0.055871037,0.073195523,1265.115,0.05609821,0,0,87.24637681,1103.767,0,0,0,0,3.189155246,20.24623392,40454,0,0,5.777302347,12953.7,156,-10.2952746,7175.446,304.655,64744.8,3.088463419,0,22551789,0,0,99.51342019,94.08731783,0,0,0,0,0,0,85877.486,0,0,3153191,13.982,5.902674526,0
Mali,MLI,1998,7.227716446,30.85585032,376500,34.56067086,3.712536572,0.132707305,0.050217276,0.065788644,762.736,0.0734754,0,0,100,762.736,0,0,0,0,0.303679197,4.964800564,60580,0,0,22.3177216,11545.9,231.6,20.46882215,6955.718,344.0463595,67485.1,2.6031421,0,10380835,0,0,31.95020747,85.59891348,0,0,0,0.665740013,0,0,86412.246,0,0,2797427,26.948,4.528914849,0
Turkmenistan,TKM,1998,99.51256561,75.543166,355000,25.15898535,3.702679122,3.667002925,1.637283378,2.14497205,32093.584,7.271723405,62.47714808,20051.156,36.82586837,11818.741,0,0,0,0,2.390923182,8.782159045,41270,0,0,-64.43838002,10620.3,84.5,0.323900258,2292.9212,-77.48668668,70.95,1.331202741,0,4413477,0,0,0.063721325,0.102890062,0,0,0,0,0,0,45828.8712,0,0,2006587,45.465,1.825097606,0
Ecuador,ECU,1998,92.726642,32.32001933,80270,17.47594546,6.45031406,0.465557138,0.231839238,0.303727927,22460.375,1.84648038,2.057142857,462.042,85.91020408,19295.754,0,0,0,0,3.109081567,56.00459011,139093,0,0,24.17449396,13643.3,33.1,34.3717247,4292.322,-8.903750493,847.402,1.983486587,0,12163885,12.5,0,59.74288338,18.19074897,0,0,0,1.00988996,0,0,40663.024,0,0,7212089,59.291,2.840568097,0
High income,HIC,1998,99.6836886,39.40632768,14920899,1.958366315,10.97692199,0.351641137,0.348361559,0.468345182,12704862.59,11.5418612,20.92200182,2665414.723,44.4223171,5644321.765,32.34234625,4192726.991,0,0,2.086965037,27.38691212,10367413.3,0,0,-7.950914689,1768653.512,9.2,1.370250373,1006459.206,158.4790714,1208770.423,0.654734239,0,1100763765,0,96.02826691,15.3059227,6.882318414,0,0,0,1.00792,0,0,17144389.22,0,0,843587955,76.63871606,0.957984196,0
OECD members,OED,1998,99.28566702,38.09554167,13098792,2.091931804,12.36001687,0.346443188,0.348930192,0.473791954,12338211.89,10.81732673,19.71122797,2432644.15,44.62393091,5505795.148,33.24572669,4101928.202,0,0,2.018585599,31.04849937,10683273.1,0,0,-5.418953099,1690580.647,14.33807595,3.240357182,1017303.099,146.8335298,1317875.092,0.71424326,0,1140597136,0,96.64910889,16.03418831,7.398273396,0,0,0,0.99499,0,0,16863140.81,0,0,861044143,75.25646111,1.021455113,0
Croatia,HRV,1998,100,36.63029869,20480,5.704280246,19.47773207,0.442837794,0.297309211,0.455449282,20153.832,4.477634303,24.54512373,4946.783,65.37481805,13175.531,4.403202329,887.414,0,0,3.699375669,33.58969773,18780,0,0,-8.793213536,3799.62,8.9,-23.83403403,3605.61,-46.92153937,473.728,-1.565115162,0,4501000,0,90.89968872,52.65409464,28.11439946,0,0,0,1.011219978,0,0,27432.058,0,0,2384090,52.968,-1.13182464,0
Arab World,ARB,1998,78.39551105,39.58699241,5393336.2,10.36866025,4.212241167,0.711258906,0.29188875,0.382397586,906420.061,3.329548276,34.76331301,326877.8385,56.03662064,507927.171,1.631180138,0,0,0,1.493763864,3.548446929,483440.8,0,0,24.32193891,312192.254,64.70845153,10.39447749,106313.14,1297.009122,425470.1307,2.123255897,0,272235146,0,74.34024048,4.809929674,6.757473332,0,0,0,0.857,0,0,1743814.21,0,0,142493381,52.3420224,2.587405506,0
Fragile and conflict affected situations,FCS,1998,32.65358332,33.90102814,5187695,23.19681372,5.320883119,0.67363419,0.27099876,0.355030029,252540.8372,0.784567155,13.13571984,41569.37246,76.29086237,192702.7676,4.2177135,0,0,0,1.744787773,26.77293491,4096920.6,0,0,-10.91126963,376394.6897,132.1839706,-18.10626337,238404.9523,8.758503527,2533775.141,2.383003404,0,321885559,0,52.64593124,20.71547961,52.81222486,0,0,0,0.76221,0,0,3407507.523,0,0,112242494,35.08459896,3.273431903,0
"Macedonia, FYR",MKD,1998,96.90616608,50.76681085,12910,11.42491808,23.08297287,1.962533296,0.785144168,1.215226158,12625.481,6.274912192,0.319488818,40.337,21.66715074,2735.582,76.15451641,9614.874,0,0,4.213953214,37.31026347,9488,0,0,-15.70183301,1401.28,18,-18.10534485,673.9121,-15.81487382,52.6285,0.62109214,0,2012057,0,100.0711899,15.36606129,15.07137814,0,0,0,0.973770022,0,0,0,0,0,1186409,58.965,0.270592988,0
Senegal,SEN,1998,37.17218781,43.57762427,83900,17.29878294,13.94587856,0.43409816,0.199266203,0.261054649,3428.645,0.364037156,1.176470588,40.337,84.38502674,2893.263,0,0,0,0,1.403866824,46.68363372,89880,0,0,18.12078987,6647.59,139.4,17.6106252,3490.693,127515.9836,31138.3,2.383845803,0,9418393,0,42.23112869,3.618906942,48.02356639,0,0,0,0.793839991,0,0,44963.523,0,0,3770559,40.034,2.741669202,0
Kosovo,XKX,1998,92.63005829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.924733485,0,1966000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,FRA,1998,100,54.7513907,299800,2.362459834,33.4535015,0.173057947,0.190818762,0.268691782,377444.31,6.271267469,20.27494414,76526.623,60.11949869,226917.627,17.02904887,64275.176,0,0,1.963825255,27.61018763,151184,0,0,13.85223665,86242.5,5.6,-13.022477,64249.67,-7.23518269,11361.371,0.368597839,0,60186288,0,0,12.76785749,9.709285885,0,0,0,0.993529975,0,0,577851.541,0,0,45390693,75.417,0.590280086,0
"Micronesia, Fed. Sts.",FSM,1998,42.93786621,32.14285714,225,25.51931242,3.571428571,0.427773206,0.371229976,0.486340932,117.344,1.084129419,0,0,100,117.344,0,0,0,0,-0.100161077,91.14285714,638,0,0,30.61052095,27.6765,55.2,66.57818811,10.738896,0,0,-0.243609976,0,108238,0,0,0.223214286,1.556929335,0,0,0,0,0,0,0,0,0,25235,23.314,-2.678295169,0
"Hong Kong SAR, China",HKG,1998,100,6.666666667,70,0,4.761904762,0.281308616,0.190335296,0.249354446,39101.221,5.975399392,11.7978055,4613.086,49.61080371,19398.43,36.63134202,14323.302,0,0,8.742587027,0,0,0,0,70.53555693,2612.69,0,33.8051383,531.0176,-63.06068602,140,0.834808807,0,6543700,0,0,0,0.618445885,0,0,0,0,0,0,46025.2076,0,0,6543700,100,0.834808807,0
Middle East & North Africa (excluding high income),MNA,1998,90.10269744,24.71033117,2135946.2,13.14922152,6.062469198,0.964782292,0.337835502,0.442591502,800220.074,2.956416673,26.46112674,213738.0561,61.24176298,490068.881,2.45804731,24360.38931,0,0,0.715523301,2.192995324,189561.2,0,0,19.49797146,217224.298,49.85092579,16.63617685,74918.46539,-28.95337259,6283.058,1.961979063,0,270672291,0,81.63983154,8.546223893,3.362691616,0,0,0,0.87592,0,0,1076014.901,0,0,147672841,54.557798,2.654244855,0
Tuvalu,TUV,1998,93.703125,66.66666667,20,21.76968229,0,0.246447589,0.249372139,0.326697428,7.334,0.788093703,0,0,100,7.334,0,0,0,0,0,33.33333333,10,0,0,18.21459362,3.16743,45.3,28.73993353,1.115535,-100,0,0.312113475,0,9306,0,0,0,0,0,0,0,0,0,0,4.800986,0,0,4206,45.197,1.219964897,0
Belarus,BLR,1998,100,45.88345494,93070,12.06176361,30.5018734,2.267587037,0.842133516,1.103262196,58099.948,5.770180554,53.27568796,30953.147,37.98283262,22068.006,6.99318354,4063.036,0,0,1.334908888,40.29974364,81744,0,0,-24.89423196,14006.7,14.5,-36.91327422,12710,-99.55948553,182.891,-0.475578029,0,10069000,0,0,0.119189511,3.640444439,0,0,0,1.010050058,0,0,87300.091,0,0,6954054,69.064,0.071782462,0
Equatorial Guinea,GNQ,1998,61.76914597,11.90730838,3340,0,4.634581105,0.072758614,0.036972111,0.04843642,165.015,0.291199687,0,0,100,165.015,0,0,0,0,74.12389917,62.97326203,17664,0,0,1146.643554,1467.1,164.1,74.8327577,31.58869,-100,4.26E-14,3.966473617,0,566673,0,0,20.58823529,68.01762394,0,0,0,0,0,0,3524.99869,0,0,258494,45.616,7.817046563,0
Norway,NOR,1998,100,2.866569015,10470,2.264200579,2.458623664,0.108387186,0.152575935,0.30269283,37777.434,8.52482024,26.11143467,9864.23,58.36730732,22049.671,10.76490002,4066.703,0,0,2.824150642,33.17444455,121168,0,0,18.26042369,16836.5,5.1,2.827351676,5670.985,-45.53262545,5299.7,0.595410343,0,4431464,0,97.69037628,99.61608163,59.51691634,0,0,0,1.002959967,0,0,74639.785,0,0,3324794,75.027,1.332499427,0
Sierra Leone,SLE,1998,10.42069149,38.9165974,28090,59.40206996,6.705458576,0.312603384,0.103981718,0.136224359,414.371,0.095177927,0,0,87.61061947,363.033,0,0,0,0,0.015599153,41.02521474,29612,0,0,-3.181155734,2816.77,243.1,-1.6949329,1170.8452,205.0521211,14256.5818,1.113083161,0,4353646,0,0,0,91.26071795,0,0,0,0,0,0,18981.615,0,0,1530045,35.144,1.795446903,0
