Country,Code,Year,CO2PerGDP,CO2Total,CO2PerCapita,Population,id
United States,USA,1996,0.64839281,5252112.088,19.49602474,269394000,840
Uruguay,URY,1996,0.187028366,5441.828,1.675421601,3248035,858
Uzbekistan,UZB,1996,2.752599361,106170.651,4.571395091,23225000,860
Vanuatu,VUT,1996,0.252892122,84.341,0.490922637,171801,548
"Venezuela, RB",VEN,1996,0.487460773,122804.163,5.421792935,22650102,862
Vietnam,VNM,1996,0.290531982,34667.818,0.453929341,76372719,704
Virgin Islands (U.S.),VIR,1996,0,0,0,108095,850
West Bank and Gaza,PSE,1996,0,0,0,2587997,275
"Yemen, Rep.",YEM,1996,0.253058976,10637.967,0.669498798,15889449,887
Zambia,ZMB,1996,0.1278922,1870.17,0.199074886,9394304,894
Zimbabwe,ZWE,1996,0.649691475,14994.363,1.301790409,11518262,716
Afghanistan,AFG,1997,0,1096.433,0.059648382,18381605,4
Albania,ALB,1997,0.172782698,1543.807,0.49036506,3148281,8
Algeria,DZA,1997,0.409042538,87340.606,2.922376836,29886839,12
American Samoa,ASM,1997,0,0,0,54941,16
Andorra,AND,1997,0,465.709,7.239712718,64327,20
Angola,AGO,1997,0.228138684,7381.671,0.489209377,15088981,24
Antigua and Barbuda,ATG,1997,0.29909894,308.028,3.962335507,77739,28
Argentina,ARG,1997,0.329479532,138003.878,3.851202695,35833969,32
Armenia,ARM,1997,0.560005962,3234.294,1.032302975,3133086,51
Aruba,ABW,1997,0,1745.492,20.42681771,85451,533
Australia,AUS,1997,0.720388333,305794.797,16.51427321,18517000,36
Austria,AUT,1997,0.309442557,62658.029,7.863667996,7968041,40
Azerbaijan,AZE,1997,1.443733379,29809.043,3.803022741,7838250,31
"Bahamas, The",BHS,1997,0.214798216,1364.124,4.753542182,286970,44
Bahrain,BHR,1997,0.883733901,17319.241,29.11139294,594930,48
Bangladesh,BGD,1997,0.178083333,25063.945,0.202365814,123854640,50
Barbados,BRB,1997,0.304840734,902.082,3.379280376,266945,52
Belarus,BLR,1997,1.239206647,59555.747,5.886700306,10117000,112
Belgium,BEL,1997,0.473683605,115341.818,11.32885202,10181245,56
Belize,BLZ,1997,0.381442106,388.702,1.754022906,221606,84
Benin,BEN,1997,0.163357358,1217.444,0.193809928,6281639,204
Bermuda,BMU,1997,0.257870119,524.381,8.667884358,60497,60
Bhutan,BTN,1997,0.313171581,392.369,0.742063417,528754,64
Bolivia,BOL,1997,0.425805902,10942.328,1.390233717,7870855,68
Bosnia and Herzegovina,BIH,1997,0.690408096,8393.763,2.236886701,3752431,70
Botswana,BWA,1997,0.232289539,2801.588,1.710752396,1637635,72
Brazil,BRA,1997,0.209580999,300547.32,1.793828678,167545164,76
British Virgin Islands,VGB,1997,0,99.009,5.137986508,19270,92
Brunei Darussalam,BRN,1997,0.258325555,5060.46,16.21744787,312038,96
Bulgaria,BGR,1997,1.092117757,51616.692,6.209849583,8312068,100
Burkina Faso,BFA,1997,0.100434306,806.74,0.075639822,10665546,854
Burundi,BDI,1997,0.070332937,249.356,0.040797127,6112097,108
Cabo Verde,CPV,1997,0.16649347,146.68,0.359355669,408175,132
Cambodia,KHM,1997,0.158292092,1540.14,0.136345287,11295880,116
Cameroon,CMR,1997,0.120857864,3215.959,0.227028801,14165423,120
Canada,CAN,1997,0.658357018,495294.356,16.51685906,29987200,124
Cayman Islands,CYM,1997,0,407.037,11.43458718,35597,136
Central African Republic,CAF,1997,0.112722044,245.689,0.069851412,3517309,140
Chad,TCD,1997,0.024066155,143.013,0.019085574,7493251,148
Chile,CHL,1997,0.443396575,56394.793,3.837728903,14694835,152
China,CHN,1997,1.238608556,3469510.048,2.820567891,1230075000,156
Colombia,COL,1997,0.257608829,64909.567,1.679619011,38645411,170
Comoros,COM,1997,0.152210032,80.674,0.160720227,501953,174
"Congo, Dem. Rep.",COD,1997,0.081728524,1899.506,0.043337889,43830146,180
"Congo, Rep.",COG,1997,0.233435586,2343.213,0.790965984,2962470,178
Costa Rica,CRI,1997,0.196432529,4987.12,1.354192887,3682725,188
Cote d'Ivoire,CIV,1997,0.21279617,7568.688,0.490010026,15445986,384
Croatia,HRV,1997,0.441350847,18907.052,4.1354007,4572000,191
Cuba,CUB,1997,0,24649.574,2.238025426,11013983,192
Curacao,CUW,1997,0,0,0,146956,531
Cyprus,CYP,1997,0.489221383,5859.866,6.575312615,891192,196
Czech Republic,CZE,1997,0.839814632,127413.582,12.36529136,10304131,203
Denmark,DNK,1997,0.467509872,61557.929,11.64768852,5284991,208
Djibouti,DJI,1997,0,326.363,0.493776411,660953,262
Dominica,DMA,1997,0.198979386,80.674,1.140220203,70753,212
Dominican Republic,DOM,1997,0.401717205,18001.303,2.205103784,8163472,214
Ecuador,ECU,1997,0.259181275,18360.669,1.539679646,11924993,218
"Egypt, Arab Rep.",EGY,1997,0.322694104,108202.169,1.635681662,66151117,818
El Salvador,SLV,1997,0.231680039,5474.831,0.955842385,5727755,222
Equatorial Guinea,GNQ,1997,0.106391161,289.693,0.531902041,544636,226
Eritrea,ERI,1997,0.198329021,865.412,0.273747608,3161350,232
Estonia,EST,1997,1.650624134,18107.646,12.93833023,1399535,233
Eswatini,SWZ,1997,0.276234204,1202.776,1.19799003,1003995,748
Ethiopia,ETH,1997,0.105773445,3050.944,0.050034792,60976450,231
Faroe Islands,FRO,1997,0,590.387,12.76484833,46251,234
Fiji,FJI,1997,0.209906362,792.072,0.99900613,792860,242
Finland,FIN,1997,0.53566013,59933.448,11.66057821,5139835,246
France,FRA,1997,0.26372017,351562.624,5.862811599,59964851,250
French Polynesia,PYF,1997,0,451.041,2.015996889,223731,258
Gabon,GAB,1997,0.268262565,4796.436,4.198840259,1142324,266
"Gambia, The",GMB,1997,0.159607532,198.018,0.175521575,1128169,270
Georgia,GEO,1997,0.440120397,4437.07,0.979139818,4531600,268
Germany,DEU,1997,0.426705309,862276.715,10.5111126,82034771,276
Ghana,GHA,1997,0.223354044,6365.912,0.36151854,17608812,288
Gibraltar,GIB,1997,0,293.36,9.588808263,30594,292
Greece,GRC,1997,0.457972801,83717.61,7.852506913,10661259,300
Greenland,GRL,1997,0,520.714,9.298464286,56000,304
Grenada,GRD,1997,0.285392738,168.682,1.668103875,101122,308
Guam,GUM,1997,0,0,0,150303,316
Guatemala,GTM,1997,0.160711187,7598.024,0.697858139,10887634,320
Guinea,GIN,1997,0.16563433,1419.129,0.170200413,8337988,324
Guinea-Bissau,GNB,1997,0.120674513,201.685,0.170959044,1179727,624
Guyana,GUY,1997,0.617592127,1591.478,2.092645725,760510,328
Haiti,HTI,1997,0.128953176,1367.791,0.168614307,8111951,332
Honduras,HND,1997,0.270730386,4158.378,0.689742808,6028882,340
"Hong Kong SAR, China",HKG,1997,0.186284277,30703.791,4.731448847,6489300,344
Hungary,HUN,1997,0.602656387,60886.868,5.916811704,10290486,348
Iceland,ISL,1997,0.289847223,2104.858,7.763336874,271128,352
India,IND,1997,0.555126991,917685.085,0.92007238,997405318,356
Indonesia,IDN,1997,0.276038475,278658.997,1.373878882,202826465,360
"Iran, Islamic Rep.",IRN,1997,0.447852567,269293.479,4.294228785,62710557,364
Iraq,IRQ,1997,0.506915185,68308.876,3.175784641,21509291,368
Ireland,IRL,1997,0.438273441,36416.977,9.911617342,3674171,372
Isle of Man,IMN,1997,0,0,0,70869,833
Israel,ISR,1997,0.446762598,55881.413,9.575293523,5836000,376
Italy,ITA,1997,0.317832675,430487.465,7.566965198,56890372,380
Jamaica,JAM,1997,0.633917453,10131.921,3.916736991,2586827,388
Japan,JPN,1997,0.378985639,1200788.486,9.525758078,126057000,392
Jordan,JOR,1997,0.574202699,14418.644,2.983826018,4832267,400
Kazakhstan,KAZ,1997,1.280448548,129459.768,8.442824802,15333703,398
Kenya,KEN,1997,0.173523091,8265.418,0.2854661,28954114,404
Kiribati,KIR,1997,0.223678737,25.669,0.32012621,80184,296
"Korea, Dem. People’s Rep.",PRK,1997,0,0,0,22335638,408
"Korea, Rep.",KOR,1997,0.607691663,430032.757,9.35798162,45953580,410
Kuwait,KWT,1997,0.540644923,54920.659,32.01784571,1715314,414
Kyrgyz Republic,KGZ,1997,0.815984351,5610.51,1.194640576,4696400,417
Lao PDR,LAO,1997,0.071846823,608.722,0.120383608,5056519,418
Latvia,LVA,1997,0.536257569,8456.102,3.475799381,2432851,428
Lebanon,LBN,1997,0.534117249,15647.089,5.059411124,3092670,422
Lesotho,LSO,1997,0.746790006,1771.161,0.978297144,1810453,426
Liberia,LBR,1997,0.388786797,348.365,0.147708111,2358469,430
Libya,LBY,1997,0,44975.755,8.789015195,5117269,434
Liechtenstein,LIE,1997,0,0,0,31838,438
Lithuania,LTU,1997,0.607140061,15339.061,4.290482015,3575137,440
Luxembourg,LUX,1997,0.441953974,7939.055,18.92729765,419450,442
"Macao SAR, China",MAC,1997,0.107499485,1488.802,3.707508641,401564,446
"Macedonia, FYR",MKD,1997,1.07233122,10634.3,5.318216302,1999599,807
Madagascar,MDG,1997,0.109373666,1650.15,0.115010231,14347854,450
Malawi,MWI,1997,0.140981501,964.421,0.092894801,10381862,454
Malaysia,MYS,1997,0.467878187,124821.013,5.788042285,21565325,458
Maldives,MDV,1997,0.189134534,330.03,1.24881279,264275,462
Mali,MLI,1997,0.049182359,524.381,0.051846562,10114094,466
Malta,MLT,1997,0.435171241,2519.229,6.581212724,382791,470
Marshall Islands,MHL,1997,0.581506667,66.006,1.276909386,51692,584
Mauritania,MRT,1997,0.219032289,1118.435,0.452514932,2471598,478
Mauritius,MUS,1997,0.238880925,1998.515,1.740436164,1148284,480
Mexico,MEX,1997,0.406210049,369769.279,3.801014279,97281739,484
"Micronesia, Fed. Sts.",FSM,1997,0.474515503,110.01,1.013898361,108502,583
Moldova,MDA,1997,1.026272751,7099.312,1.942777204,3654208,498
Monaco,MCO,1997,0,0,0,31251,492
Mongolia,MNG,1997,0.985397389,7708.034,3.300102967,2335695,496
Montenegro,MNE,1997,0,0,0,609520,499
Morocco,MAR,1997,0.356473299,31862.563,1.14506851,27825901,504
Mozambique,MOZ,1997,0.180180704,1125.769,0.067405864,16701351,508
Myanmar,MMR,1997,0.220314254,7499.015,0.169005122,44371525,104
Namibia,NAM,1997,0.226729662,1796.83,1.021510022,1758994,516
Nauru,NRU,1997,0,102.676,10.20940638,10057,520
Nepal,NPL,1997,0.115181617,2783.253,0.124308954,22389803,524
Netherlands,NLD,1997,0.444201484,178311.542,11.42242905,15610650,528
New Caledonia,NCL,1997,0,1829.833,9.084754093,201418,540
New Zealand,NZL,1997,0.428787027,31022.82,8.204273662,3781300,554
Nicaragua,NIC,1997,0.276832364,3142.619,0.65653966,4786640,558
Niger,NER,1997,0.152408954,909.416,0.08933306,10180061,562
Nigeria,NGA,1997,0.174837847,42328.181,0.372860927,113522705,566
Northern Mariana Islands,MNP,1997,0,0,0,62528,580
Norway,NOR,1997,0.286628428,36101.615,8.195307227,4405157,578
Oman,OMN,1997,0.222223532,15485.741,6.883245999,2249773,512
Pakistan,PAK,1997,0.287140738,94711.276,0.73370119,129086987,586
Palau,PLW,1997,0,238.355,13.15207195,18123,585
Panama,PAN,1997,0.266130811,5647.18,1.978730464,2853941,591
Papua New Guinea,PNG,1997,0.213316174,2577.901,0.500086519,5154910,598
Paraguay,PRY,1997,0.166009592,4195.048,0.842320932,4980344,600
Peru,PER,1997,0.222111,27476.831,1.106713726,24827406,604
Philippines,PHL,1997,0.306086875,71158.135,0.973904945,73064764,608
Poland,POL,1997,1.014045298,349523.772,9.043385427,38649660,616
Portugal,PRT,1997,0.33262205,53072.491,5.250035785,10108977,620
Puerto Rico,PRI,1997,0,0,0,3759430,630
Qatar,QAT,1997,0,37495.075,70.13564144,534608,634
Romania,ROU,1997,0.891360703,112624.571,4.993556835,22553978,642
Russian Federation,RUS,1997,1.810811941,1526011.049,10.31678925,147915307,643
Rwanda,RWA,1997,0.127724502,498.712,0.076461636,6522382,646
Samoa,WSM,1997,0.251245416,128.345,0.74533386,172198,882
San Marino,SMR,1997,0,0,0,26508,674
Sao Tome and Principe,STP,1997,0,47.671,0.363603774,131107,678
Saudi Arabia,SAU,1997,0.334895891,216239.323,11.08602602,19505576,682
Senegal,SEN,1997,0.266003995,3263.63,0.354876319,9196528,686
Serbia,SRB,1997,0,0,0,7596501,688
Seychelles,SYC,1997,0.338180229,341.031,4.410701121,77319,690
Sierra Leone,SLE,1997,0.150083641,443.707,0.103056936,4305455,694
Singapore,SGP,1997,0.41970109,58429.978,15.39235856,3796038,702
Sint Maarten (Dutch part),SXM,1997,0,0,0,0,534
Slovak Republic,SVK,1997,0.757685784,41048.398,7.625149374,5383291,703
Slovenia,SVN,1997,0.523193069,15859.775,7.985964946,1985956,705
Solomon Islands,SLB,1997,0.219408994,143.013,0.376402498,379947,90
Somalia,SOM,1997,0,539.049,0.066242784,8137475,706
South Africa,ZAF,1997,1.256248895,386131.433,8.844657689,43657024,710
South Sudan,SSD,1997,0,0,0,5814006,728
Spain,ESP,1997,0.352328574,252073.247,6.292802734,40057389,724
Sri Lanka,LKA,1997,0.112167195,7616.359,0.412218599,18476505,144
St. Kitts and Nevis,KNA,1997,0.235216317,143.013,3.261711445,43846,659
St. Lucia,LCA,1997,0.259833419,308.028,2.038759382,151086,662
St. Martin (French part),MAF,1997,0,0,0,31304,663
St. Vincent and the Grenadines,VCT,1997,0.233050096,132.012,1.222288063,108004,670
Sudan,SDN,1997,0.105737938,5419.826,0.169602368,25410451,729
Suriname,SUR,1997,0.611147858,2108.525,4.624424832,455954,740
Sweden,SWE,1997,0.241082251,52148.407,5.89509852,8846062,752
Switzerland,CHE,1997,0.183958305,41466.436,5.849483122,7088906,756
Syrian Arab Republic,SYR,1997,0,40960.39,2.698765195,15177456,760
Tajikistan,TJK,1997,0.459632982,2152.529,0.362727791,5934282,762
Tanzania,TZA,1997,0.088515793,2882.262,0.091109187,31635251,834
Thailand,THA,1997,0.429382524,185916.9,3.054653145,60863506,764
Timor-Leste,TLS,1997,0,0,0,871994,626
Togo,TGO,1997,0.204455296,986.423,0.217534878,4534551,768
Tonga,TON,1997,0.320429105,99.009,1.023613337,96725,776
Trinidad and Tobago,TTO,1997,1.309037569,18393.672,14.59030141,1260678,780
Tunisia,TUN,1997,0.355456677,16945.207,1.805725973,9384152,788
Turkey,TUR,1997,0.381408328,198535.047,3.288501392,60372499,792
Turkmenistan,TKM,1997,2.215797666,30623.117,7.031530518,4355114,795
Turks and Caicos Islands,TCA,1997,0,55.005,3.327988867,16528,796
Tuvalu,TUV,1997,0.381434615,7.334,0.790557292,9277,798
Uganda,UGA,1997,0.067944994,1107.434,0.050646551,21865931,800
Ukraine,UKR,1997,1.985770511,341196.015,6.743789914,50594105,804
United Arab Emirates,ARE,1997,0.194855742,41646.119,15.42443139,2700010,784
United Kingdom,GBR,1997,0.394329118,527343.936,9.042720853,58316954,826
United States,USA,1997,0.623651739,5368715.354,19.69036318,272657000,840
Uruguay,URY,1997,0.172940049,5555.505,1.698406608,3271010,858
Uzbekistan,UZB,1997,2.59827757,107234.081,4.530953691,23667000,860
Vanuatu,VUT,1997,0.236992677,84.341,0.481951325,174999,548
"Venezuela, RB",VEN,1997,0.49158782,133988.513,5.797813976,23110178,862
Vietnam,VNM,1997,0.34359211,45100.433,0.582291686,77453335,704
Virgin Islands (U.S.),VIR,1997,0,0,0,108357,850
West Bank and Gaza,PSE,1997,0.057144642,396.036,0.146326756,2706518,275
"Yemen, Rep.",YEM,1997,0.296905986,13358.881,0.814121424,16408954,887
Zambia,ZMB,1997,0.15484438,2390.884,0.247335096,9666578,894
Zimbabwe,ZWE,1997,0.597741816,14407.643,1.230371195,11709997,716
Afghanistan,AFG,1998,0,1041.428,0.05520717,18863999,4
Albania,ALB,1998,0.174560305,1752.826,0.560271437,3128530,8
Algeria,DZA,1998,0.471675198,106999.393,3.527173598,30335732,12
American Samoa,ASM,1998,0,0,0,55901,16
Andorra,AND,1998,0,491.378,7.660783886,64142,20
Angola,AGO,1998,0.213434531,7308.331,0.47137391,15504318,24
Antigua and Barbuda,ATG,1998,0.292610882,319.029,3.995303753,79851,28
Argentina,ARG,1998,0.317977961,139815.376,3.857870916,36241590,32
Armenia,ARM,1998,0.536791788,3362.639,1.081692124,3108684,51
Aruba,ABW,1998,0,1796.83,20.58766915,87277,533
Australia,AUS,1998,0.700515071,316883.805,16.93569585,18711000,36
Austria,AUT,1998,0.299443016,63662.787,7.981004261,7976789,40
Azerbaijan,AZE,1998,1.379693351,31675.546,4.00297561,7913000,31
"Bahamas, The",BHS,1998,0.249833313,1679.486,5.790133076,290060,44
Bahrain,BHR,1998,0.886570135,18404.673,29.98959267,613702,48
Bangladesh,BGD,1998,0.160711688,24048.186,0.190182468,126447965,50
Barbados,BRB,1998,0.367647577,1140.437,4.256155999,267950,52
Belarus,BLR,1998,1.103262196,58099.948,5.770180554,10069000,112
Belgium,BEL,1998,0.472699895,118374.427,11.60191455,10203008,56
Belize,BLZ,1998,0.346582057,370.367,1.608305397,230284,84
Benin,BEN,1998,0.154978087,1213.777,0.187593089,6470265,204
Bermuda,BMU,1998,0.243809129,520.714,8.54427908,60943,60
Bhutan,BTN,1998,0.284308991,381.368,0.703429831,542155,64
Bolivia,BOL,1998,0.402810791,10989.999,1.369256318,8026254,68
Bosnia and Herzegovina,BIH,1998,0.7456963,10593.963,2.824691473,3750485,70
Botswana,BWA,1998,0.272344748,3344.304,2.003027027,1669625,72
Brazil,BRA,1998,0.214704433,312289.054,1.835152374,170170640,76
British Virgin Islands,VGB,1998,0,102.676,5.206165703,19722,92
Brunei Darussalam,BRN,1998,0.267602157,5269.479,16.50725514,319222,96
Bulgaria,BGR,1998,0.987669771,48998.454,5.934325293,8256786,100
Burkina Faso,BFA,1998,0.098902776,861.745,0.078563833,10968724,854
Burundi,BDI,1998,0.066422758,249.356,0.040307438,6186352,108
Cabo Verde,CPV,1998,0.157361544,157.681,0.377839228,417323,132
Cambodia,KHM,1998,0.189479949,1950.844,0.168208993,11597739,116
Cameroon,CMR,1998,0.114148378,3208.625,0.220925365,14523570,120
Canada,CAN,1998,0.641179553,506533.711,16.7460786,30247900,124
Cayman Islands,CYM,1998,0,429.039,11.36828299,37740,136
Central African Republic,CAF,1998,0.108095565,249.356,0.069315906,3597385,140
Chad,TCD,1998,0.02340189,150.347,0.019376466,7759258,148
Chile,CHL,1998,0.42974883,57641.573,3.871743532,14887756,152
China,CHN,1998,1.088714146,3324344.519,2.67674598,1241935000,156
Colombia,COL,1998,0.25756512,65976.664,1.681616958,39234062,170
Comoros,COM,1998,0.162184338,88.008,0.170761664,515385,174
"Congo, Dem. Rep.",COD,1998,0.072190325,1668.485,0.037209307,44840529,180
"Congo, Rep.",COG,1998,0.073854719,777.404,0.255015905,3048453,178
Costa Rica,CRI,1998,0.193698559,5317.15,1.411368081,3767373,188
Cote d'Ivoire,CIV,1998,0.183220965,6912.295,0.435158322,15884552,384
Croatia,HRV,1998,0.455449282,20153.832,4.477634303,4501000,191
Cuba,CUB,1998,0,24499.227,2.21429973,11064097,192
Curacao,CUW,1998,0,0,0,144472,531
Cyprus,CYP,1998,0.498245567,6406.249,7.049874327,908704,196
Czech Republic,CZE,1998,0.799232812,122543.806,11.90396015,10294373,203
Denmark,DNK,1998,0.435291998,59552.08,11.22730415,5304219,208
Djibouti,DJI,1998,0,315.362,0.463350631,680612,262
Dominica,DMA,1998,0.178985656,77.007,1.095561246,70290,212
Dominican Republic,DOM,1998,0.380592602,18397.339,2.217515361,8296375,214
Ecuador,ECU,1998,0.303727927,22460.375,1.84648038,12163885,218
"Egypt, Arab Rep.",EGY,1998,0.346662161,122243.112,1.814286717,67378056,818
El Salvador,SLV,1998,0.237024723,5812.195,1.005795242,5778706,222
Equatorial Guinea,GNQ,1998,0.04843642,165.015,0.291199687,566673,226
Eritrea,ERI,1998,0.13151689,590.387,0.183109853,3224223,232
Estonia,EST,1998,1.407734407,16310.816,11.76694109,1386156,233
Eswatini,SWZ,1998,0.268769094,1213.777,1.183008141,1026009,748
Ethiopia,ETH,1998,0.11437849,3219.626,0.051272705,62794151,231
Faroe Islands,FRO,1998,0,623.39,13.38321168,46580,234
Fiji,FJI,1998,0.19929384,770.07,0.96220863,800315,242
Finland,FIN,1998,0.469779031,56988.847,11.05828449,5153498,246
France,FRA,1998,0.268691782,377444.31,6.271267469,60186288,250
French Polynesia,PYF,1998,0,447.374,1.95893614,228376,258
Gabon,GAB,1998,0.26626676,4979.786,4.251779335,1171224,266
"Gambia, The",GMB,1998,0.163854908,212.686,0.183200912,1160944,270
Georgia,GEO,1998,0.472190002,4961.451,1.105665099,4487300,268
Germany,DEU,1998,0.410898974,855364.42,10.42527316,82047195,276
Ghana,GHA,1998,0.21225221,6402.582,0.354979299,18036494,288
Gibraltar,GIB,1998,0,308.028,10.0005844,30801,292
Greece,GRC,1998,0.454268046,87751.31,8.185367878,10720509,300
Greenland,GRL,1998,0,528.048,9.412620321,56100,304
Grenada,GRD,1998,0.263644189,176.016,1.737417209,101309,308
Guam,GUM,1998,0,0,0,152277,316
Guatemala,GTM,1998,0.174444962,8753.129,0.786197352,11133501,320
Guinea,GIN,1998,0.167490723,1503.47,0.176810242,8503297,324
Guinea-Bissau,GNB,1998,0.141884153,172.349,0.143634341,1199915,624
Guyana,GUY,1998,0.647361659,1657.484,2.186792831,757952,328
Haiti,HTI,1998,0.112460744,1232.112,0.149193502,8258483,332
Honduras,HND,1998,0.291027025,4649.756,0.750926433,6192026,340
"Hong Kong SAR, China",HKG,1998,0.249354446,39101.221,5.975399392,6543700,344
Hungary,HUN,1998,0.553946335,59163.378,5.762720948,10266570,348
Iceland,ISL,1998,0.268757961,2101.191,7.667265104,274047,352
India,IND,1998,0.527629183,936221.77,0.921501664,1015974042,356
Indonesia,IDN,1998,0.24162561,214200.471,1.041245921,205715544,360
"Iran, Islamic Rep.",IRN,1998,0.496742971,308508.377,4.827939521,63900630,364
Iraq,IRQ,1998,0.393973121,72371.912,3.26142842,22190250,368
Ireland,IRL,1998,0.414736602,38554.838,10.3845933,3712696,372
Isle of Man,IMN,1998,0,0,0,71390,833
Israel,ISR,1998,0.433525825,57095.19,9.562081728,5971000,376
Italy,ITA,1998,0.310297431,440153.677,7.734648761,56906744,380
Jamaica,JAM,1998,0.615841487,9717.55,3.721250211,2611367,388
Japan,JPN,1998,0.365631058,1157829.581,9.160044153,126400000,392
Jordan,JOR,1998,0.556294734,14543.322,2.95121382,4927912,400
Kazakhstan,KAZ,1998,1.269911976,127321.907,8.447971111,15071300,398
Kenya,KEN,1998,0.20180465,10036.579,0.337139584,29769803,404
Kiribati,KIR,1998,0.237325996,29.336,0.359730227,81550,296
"Korea, Dem. People’s Rep.",PRK,1998,0,59119.374,2.623174895,22537336,408
"Korea, Rep.",KOR,1998,0.539541165,364833.497,7.882070871,46286503,410
Kuwait,KWT,1998,0.486113251,51745.037,28.17815366,1836353,414
Kyrgyz Republic,KGZ,1998,0.839015524,5955.208,1.248733068,4769000,417
Lao PDR,LAO,1998,0.077011435,685.729,0.133131538,5150763,418
Latvia,LVA,1998,0.473194321,8063.733,3.345920924,2410019,428
Lebanon,LBN,1998,0.542691579,16648.18,5.346320478,3113951,422
Lesotho,LSO,1998,0.741142162,1804.164,0.985183187,1831298,426
Liberia,LBR,1998,0.317148129,374.034,0.146618938,2551062,430
Libya,LBY,1998,0,45474.467,8.752660859,5195502,434
Liechtenstein,LIE,1998,0,0,0,32355,438
Lithuania,LTU,1998,0.588323716,16197.139,4.563434349,3549331,440
Luxembourg,LUX,1998,0.390449856,7356.002,17.32046621,424700,442
"Macao SAR, China",MAC,1998,0.116655191,1558.475,3.80267033,409837,446
"Macedonia, FYR",MKD,1998,1.215226158,12625.481,6.274912192,2012057,807
Madagascar,MDG,1998,0.109657941,1738.158,0.11737339,14808791,450
Malawi,MWI,1998,0.130155654,935.085,0.087352393,10704744,454
Malaysia,MYS,1998,0.457058261,114186.713,5.163673724,22113464,458
Maldives,MDV,1998,0.158586924,300.694,1.116966189,269206,462
Mali,MLI,1998,0.065788644,762.736,0.0734754,10380835,466
Malta,MLT,1998,0.351153816,2145.195,5.567784535,385287,470
Marshall Islands,MHL,1998,0.62499897,69.673,1.341800674,51925,584
Mauritania,MRT,1998,0.211515683,1122.102,0.440174124,2549223,478
Mauritius,MUS,1998,0.242004655,2170.864,1.870755528,1160421,480
Mexico,MEX,1998,0.401868382,389087.035,3.937272843,98821456,484
"Micronesia, Fed. Sts.",FSM,1998,0.486340932,117.344,1.084129419,108238,583
Moldova,MDA,1998,0.959511422,6270.57,1.716679461,3652732,498
Monaco,MCO,1998,0,0,0,31523,492
Mongolia,MNG,1998,0.943312089,7708.034,3.272230736,2355590,496
Montenegro,MNE,1998,0,0,0,607662,499
Morocco,MAR,1998,0.330659332,32038.579,1.1371173,28175263,504
Mozambique,MOZ,1998,0.160386609,1133.103,0.066121115,17136780,508
Myanmar,MMR,1998,0.221778063,8078.401,0.179679997,44959935,104
Namibia,NAM,1998,0.230442641,1906.84,1.053173428,1810566,516
Nauru,NRU,1998,0,99.009,9.855564404,10046,520
Nepal,NPL,1998,0.089477868,2251.538,0.098508398,22856305,524
Netherlands,NLD,1998,0.415579789,178439.887,11.36038153,15707209,528
New Caledonia,NCL,1998,0,1811.498,8.824565591,205279,540
New Zealand,NZL,1998,0.407201369,30029.063,7.871314024,3815000,554
Nicaragua,NIC,1998,0.287476396,3421.311,0.702581882,4869626,558
Niger,NER,1998,0.143699366,957.087,0.090662867,10556549,562
Nigeria,NGA,1998,0.150649099,37869.109,0.325375821,116385750,566
Northern Mariana Islands,MNP,1998,0,0,0,65474,580
Norway,NOR,1998,0.30269283,37777.434,8.52482024,4431464,578
Oman,OMN,1998,0.229038529,16560.172,7.353948154,2251875,512
Pakistan,PAK,1998,0.285627258,97663.211,0.73845596,132253264,586
Palau,PLW,1998,0,238.355,12.86736126,18524,585
Panama,PAN,1998,0.258327002,5947.874,2.042309108,2912328,591
Papua New Guinea,PNG,1998,0.243622384,2863.927,0.541264535,5291178,598
Paraguay,PRY,1998,0.176166098,4503.076,0.884810711,5089310,600
Peru,PER,1998,0.223239653,27806.861,1.1034579,25199748,604
Philippines,PHL,1998,0.29634878,69240.294,0.926989808,74693695,608
Poland,POL,1998,0.889400445,325431.582,8.417027479,38663481,616
Portugal,PRT,1998,0.341205461,57817.589,5.690597799,10160196,620
Puerto Rico,PRI,1998,0,0,0,3781101,630
Qatar,QAT,1998,0,32401.612,58.86599931,550430,634
Romania,ROU,1998,0.795287118,99830.408,4.435459288,22507344,642
Russian Federation,RUS,1998,1.854696115,1495505.276,10.12729917,147670692,643
Rwanda,RWA,1998,0.113510519,487.711,0.069082708,7059813,646
Samoa,WSM,1998,0.250158706,132.012,0.76315896,172981,882
San Marino,SMR,1998,0,0,0,26799,674
Sao Tome and Principe,STP,1998,0,47.671,0.357305611,133418,678
Saudi Arabia,SAU,1998,0.309240086,207680.545,10.445416,19882458,682
Senegal,SEN,1998,0.261054649,3428.645,0.364037156,9418393,686
Serbia,SRB,1998,0,0,0,7567745,688
Seychelles,SYC,1998,0.391576445,432.706,5.487989245,78846,690
Sierra Leone,SLE,1998,0.136224359,414.371,0.095177927,4353646,694
Singapore,SGP,1998,0.353328507,48617.086,12.37953887,3927213,702
Sint Maarten (Dutch part),SXM,1998,0,0,0,31240,534
Slovak Republic,SVK,1998,0.708139216,40480.013,7.509487589,5390516,703
Slovenia,SVN,1998,0.478337543,15192.381,7.666612166,1981629,705
Solomon Islands,SLB,1998,0.213249325,143.013,0.36609641,390643,90
Somalia,SOM,1998,0,513.38,0.060954325,8422372,706
South Africa,ZAF,1998,1.209453827,377726.669,8.512704309,44372112,710
