Country,Code,Year,CO2PerGDP,CO2Total,CO2PerCapita,Population,id
"Gambia, The",GMB,2011,0.168008877,447.374,0.25617469,1746363,270
Georgia,GEO,2011,0.281241248,7972.058,2.05730529,3875000,268
Germany,DEU,2011,0.213734379,732497.918,9.12485921,80274983,276
Ghana,GHA,2011,0.114949969,9831.227,0.391342522,25121796,288
Gibraltar,GIB,2011,0,451.041,13.50220027,33405,292
Greece,GRC,2011,0.275034429,79841.591,7.189762915,11104899,300
Greenland,GRL,2011,0,707.731,12.44034101,56890,304
Grenada,GRD,2011,0.214602948,253.023,2.408022841,105075,308
Guam,GUM,2011,0,0,0,159678,316
Guatemala,GTM,2011,0.115689301,11837.076,0.791834915,14948919,320
Guinea,GIN,2011,0.154952294,2779.586,0.251884294,11035170,324
Guinea-Bissau,GNB,2011,0.104328834,245.689,0.153925624,1596154,624
Guyana,GUY,2011,0.388049894,1782.162,2.379070885,749100,328
Haiti,HTI,2011,0.13997593,2218.535,0.218681438,10145054,332
Honduras,HND,2011,0.265004239,8954.814,1.072227358,8351600,340
"Hong Kong SAR, China",HKG,2011,0.123649014,43794.981,6.193079501,7071600,344
Hungary,HUN,2011,0.210054543,47843.349,4.797900003,9971727,348
Iceland,ISL,2011,0.148827383,1881.171,5.896828979,319014,352
India,IND,2011,0.318534264,1841776.419,1.47668635,1247236029,356
Indonesia,IDN,2011,0.277992164,603665.207,2.456844744,245707511,360
"Iran, Islamic Rep.",IRN,2011,0.428918719,589055.879,7.802934624,75491582,364
Iraq,IRQ,2011,0.319391704,134384.549,4.235645492,31727053,368
Ireland,IRL,2011,0.172320582,35632.239,7.77982216,4580084,372
Isle of Man,IMN,2011,0,0,0,80759,833
Israel,ISR,2011,0.291307491,69130.284,8.901888279,7765800,376
Italy,ITA,2011,0.184402962,397994.178,6.702557614,59379449,380
Jamaica,JAM,2011,0.342913605,7858.381,2.777310635,2829493,388
Japan,JPN,2011,0.260447398,1191074.603,9.317426666,127833000,392
Jordan,JOR,2011,0.310447083,21668.303,2.860523571,7574943,400
Kazakhstan,KAZ,2011,0.735364261,259058.882,15.64629686,16557201,398
Kenya,KEN,2011,0.123879126,13457.89,0.316754325,42486839,404
Kiribati,KIR,2011,0.349055314,62.339,0.595656245,104656,296
"Korea, Dem. People’s Rep.",PRK,2011,0,48034.033,1.942943694,24722298,408
"Korea, Rep.",KOR,2011,0.377954903,589400.577,11.80296873,49936638,410
Kuwait,KWT,2011,0.368276514,91029.608,28.52652872,3191051,414
Kyrgyz Republic,KGZ,2011,0.475395241,7656.696,1.388440866,5514600,417
Lao PDR,LAO,2011,0.05705942,1624.481,0.256490777,6333487,418
Latvia,LVA,2011,0.179084844,7293.663,3.541113332,2059709,428
Lebanon,LBN,2011,0.283904676,20443.525,4.455511197,4588368,422
Lesotho,LSO,2011,0.451940033,2332.212,1.129856804,2064166,426
Liberia,LBR,2011,0.298137007,891.081,0.218929838,4070167,430
Libya,LBY,2011,0.572722776,39702.609,6.410366124,6193501,434
Liechtenstein,LIE,2011,0,47.671,1.314554379,36264,438
Lithuania,LTU,2011,0.199231431,13787.92,4.553301311,3028115,440
Luxembourg,LUX,2011,0.229367597,10938.661,21.10296963,518347,442
"Macao SAR, China",MAC,2011,0.022579972,1448.465,2.636261714,549439,446
"Macedonia, FYR",MKD,2011,0.390560217,9398.521,4.535127435,2072383,807
Madagascar,MDG,2011,0.07867779,2339.546,0.107595267,21743949,450
Malawi,MWI,2011,0.071877742,1180.774,0.075556876,15627618,454
Malaysia,MYS,2011,0.352768676,220405.035,7.697015882,28635128,458
Maldives,MDV,2011,0.207622952,986.423,2.629542746,375131,462
Mali,MLI,2011,0.035871095,1045.095,0.067247651,15540989,466
Malta,MLT,2011,0.213316383,2541.231,6.104795468,416268,470
Marshall Islands,MHL,2011,0.556222038,102.676,1.954169997,52542,584
Mauritania,MRT,2011,0.191014419,2394.551,0.644099587,3717672,478
Mauritius,MUS,2011,0.188989377,3920.023,3.129998786,1252404,480
Mexico,MEX,2011,0.253452731,484429.035,4.067755192,119090017,484
"Micronesia, Fed. Sts.",FSM,2011,0.34268445,121.011,1.169550006,103468,583
Moldova,MDA,2011,0.33865279,5038.458,1.415302757,3559986,498
Monaco,MCO,2011,0,0,0,37497,492
Mongolia,MNG,2011,0.876592329,21499.621,7.785441402,2761516,496
Montenegro,MNE,2011,0.286443611,2570.567,4.145547583,620079,499
Morocco,MAR,2011,0.258639553,57685.577,1.755558226,32858823,504
Mozambique,MOZ,2011,0.135365707,3223.293,0.129247057,24939005,508
Myanmar,MMR,2011,0.07254858,14297.633,0.282824446,50553031,104
Namibia,NAM,2011,0.146505432,2830.924,1.277711305,2215621,516
Nauru,NRU,2011,0.546487517,40.337,4.010838222,10057,520
Nepal,NPL,2011,0.099695885,5533.503,0.202491061,27327147,524
Netherlands,NLD,2011,0.226487884,174167.832,10.4335386,16693074,528
New Caledonia,NCL,2011,0,3648.665,14.34505603,254350,540
New Zealand,NZL,2011,0.219521916,31503.197,7.185948221,4384000,554
Nicaragua,NIC,2011,0.198601135,4880.777,0.840380212,5807820,558
Niger,NER,2011,0.097042606,1327.454,0.077789764,17064636,562
Nigeria,NGA,2011,0.111711354,95694.032,0.587523023,162877076,566
Northern Mariana Islands,MNP,2011,0,0,0,53786,580
Norway,NOR,2011,0.14683021,45195.775,9.124767216,4953088,578
Oman,OMN,2011,0.396232226,54029.578,16.68986874,3237268,512
Pakistan,PAK,2011,0.215742942,161956.722,0.929801105,174184265,586
Palau,PLW,2011,0.981192408,253.023,12.28326618,20599,585
Panama,PAN,2011,0.159338608,10098.918,2.723708675,3707782,591
Papua New Guinea,PNG,2011,0.232287667,5328.151,0.732961333,7269348,598
Paraguay,PRY,2011,0.112651221,5320.817,0.845408397,6293783,600
Peru,PER,2011,0.159609155,49632.845,1.667770946,29759989,604
Philippines,PHL,2011,0.157228225,85496.105,0.897333685,95277940,608
Poland,POL,2011,0.364461402,316997.482,8.328175875,38063255,616
Portugal,PRT,2011,0.168438798,47623.329,4.510827218,10557560,620
Puerto Rico,PRI,2011,0,0,0,3678732,630
Qatar,QAT,2011,0.318559506,80435.645,41.20564544,1952054,634
Romania,ROU,2011,0.234078972,84880.049,4.212926221,20147528,642
Russian Federation,RUS,2011,0.507398548,1763405.295,12.334881,142960868,643
Rwanda,RWA,2011,0.043925713,663.727,0.063115492,10516071,646
Samoa,WSM,2011,0.189626711,201.685,1.074707591,187665,882
San Marino,SMR,2011,0,0,0,31504,674
Sao Tome and Principe,STP,2011,0.213030222,102.676,0.574250559,178800,678
Saudi Arabia,SAU,2011,0.364810743,499878.106,17.70230724,28238020,682
Senegal,SEN,2011,0.291512575,8368.094,0.629136954,13300910,686
Serbia,SRB,2011,0.524654521,49218.474,6.803677141,7234099,688
Seychelles,SYC,2011,0.172904159,341.031,3.900126943,87441,690
Sierra Leone,SLE,2011,0.109033069,898.415,0.135882766,6611692,694
Singapore,SGP,2011,0.116141995,45221.444,8.72379742,5183688,702
Sint Maarten (Dutch part),SXM,2011,0,0,0,33435,534
Slovak Republic,SVK,2011,0.247547711,34524.805,6.395396289,5398384,703
Slovenia,SVN,2011,0.255188814,15089.705,7.350637628,2052843,705
Solomon Islands,SLB,2011,0.177114586,198.018,0.36696231,539614,90
Somalia,SOM,2011,0,605.055,0.048776172,12404725,706
South Africa,ZAF,2011,0.742984418,470582.443,9.004033387,52263516,710
South Sudan,SSD,2011,0,0,0,10448857,728
Spain,ESP,2011,0.180490506,270547.593,5.788018458,46742697,724
Sri Lanka,LKA,2011,0.081051147,15137.376,0.745132332,20315017,144
St. Kitts and Nevis,KNA,2011,0.204810583,231.021,4.442198977,52006,659
St. Lucia,LCA,2011,0.193318739,407.037,2.341553914,173832,662
St. Martin (French part),MAF,2011,0,0,0,30615,663
St. Vincent and the Grenadines,VCT,2011,0.183456009,198.018,1.811013252,109341,670
Sudan,SDN,2011,0.106743294,15658.09,0.330142237,35167314,729
Suriname,SUR,2011,0.248813931,1969.179,3.704326087,531589,740
Sweden,SWE,2011,0.125127404,51734.036,5.474957121,9449213,752
Switzerland,CHE,2011,0.083156277,36967.027,4.672038363,7912398,756
Syrian Arab Republic,SYR,2011,0,56908.173,2.727578225,20863993,760
Tajikistan,TJK,2011,0.135972298,2350.547,0.300737249,7815949,762
Tanzania,TZA,2011,0.080141889,8093.069,0.170126457,47570902,834
Thailand,THA,2011,0.304495669,278317.966,4.12138946,67530130,764
Timor-Leste,TLS,2011,0.022345154,245.689,0.217131247,1131523,626
Togo,TGO,2011,0.299015257,2464.224,0.368935463,6679282,768
Tonga,TON,2011,0.192459174,102.676,0.981822007,104577,776
Trinidad and Tobago,TTO,2011,1.133795809,46933.933,35.16208791,1334788,780
Tunisia,TUN,2011,0.238915027,26021.032,2.417981861,10761467,788
Turkey,TUR,2011,0.222297214,320840.498,4.370560958,73409455,792
Turkmenistan,TKM,2011,1.076756632,62467.345,12.07317521,5174061,795
Turks and Caicos Islands,TCA,2011,0,190.684,6.009391447,31731,796
Tuvalu,TUV,2011,0.216892007,7.334,0.690063982,10628,798
Uganda,UGA,2011,0.075831898,4264.721,0.121524015,35093648,800
Ukraine,UKR,2011,0.756588124,286392.7,6.265962311,45706100,804
United Arab Emirates,ARE,2011,0.326855492,165440.372,19.07648878,8672475,784
United Kingdom,GBR,2011,0.193381263,447828.708,7.079297626,63258918,826
United States,USA,2011,0.340875482,5289680.503,16.97345609,311644280,840
Uruguay,URY,2011,0.128063357,7763.039,2.292941862,3385624,858
Uzbekistan,UZB,2011,0.86684633,113684.334,3.874800916,29339400,860
Vanuatu,VUT,2011,0.187217471,132.012,0.545795073,241871,548
"Venezuela, RB",VEN,2011,0.353415033,176822.74,6.00145924,29463291,862
Vietnam,VNM,2011,0.367258414,152169.499,1.701422283,89436644,704
Virgin Islands (U.S.),VIR,2011,0,0,0,108292,850
West Bank and Gaza,PSE,2011,0.131396227,2247.871,0.572406877,3927051,275
"Yemen, Rep.",YEM,2011,0.213101076,19666.121,0.810900295,24252206,887
Zambia,ZMB,2011,0.061262693,2937.267,0.205910778,14264756,894
Zimbabwe,ZWE,2011,0.398737713,9563.536,0.66475077,14386649,716
Afghanistan,AFG,2012,0.187048471,10755.311,0.350370581,30696958,4
Albania,ALB,2012,0.16082743,4910.113,1.692908325,2900401,8
Algeria,DZA,2012,0.258143801,129987.816,3.46026581,37565847,12
American Samoa,ASM,2012,0,0,0,55230,16
Andorra,AND,2012,0,487.711,5.916596911,82431,20
Angola,AGO,2012,0.217798822,33399.036,1.330843018,25096150,24
Antigua and Barbuda,ATG,2012,0.279329308,524.381,5.418446532,96777,28
Argentina,ARG,2012,0.233381795,192356.152,4.569383676,42096739,32
Armenia,ARM,2012,0.25832568,5694.851,1.976060074,2881922,51
Aruba,ABW,2012,0,1349.456,13.15554169,102577,533
Australia,AUS,2012,0.399358035,388126.281,17.06614082,22742475,36
Austria,AUT,2012,0.159007731,62272.994,7.387077163,8429991,40
Azerbaijan,AZE,2012,0.236382414,35555.232,3.82487717,9295784,31
"Bahamas, The",BHS,2012,0.176801916,1969.179,5.292937031,372039,44
Bahrain,BHR,2012,0.491787796,26673.758,20.51485098,1300217,48
Bangladesh,BGD,2012,0.157263506,67505.803,0.433487963,155727053,50
Barbados,BRB,2012,0.311450813,1470.467,5.222107001,281585,52
Belarus,BLR,2012,0.375239978,63222.747,6.67999159,9464495,112
Belgium,BEL,2012,0.201783794,95107.312,8.546478214,11128246,56
Belize,BLZ,2012,0.174343044,476.71,1.415825911,336701,84
Benin,BEN,2012,0.297515945,5471.164,0.562347006,9729160,204
Bermuda,BMU,2012,0.138553334,476.71,7.356862866,64798,60
Bhutan,BTN,2012,0.151630902,817.741,1.086025018,752967,64
Bolivia,BOL,2012,0.311115335,18793.375,1.835469055,10239004,68
Bosnia and Herzegovina,BIH,2012,0.599227272,22258.69,6.101280083,3648200,70
Botswana,BWA,2012,0.139617103,4231.718,2.025409285,2089315,72
Brazil,BRA,2012,0.152195406,470028.726,2.343570115,200560983,76
British Virgin Islands,VGB,2012,0,176.016,6.1740503,28509,92
Brunei Darussalam,BRN,2012,0.289575066,9666.212,24.18076388,399748,96
Bulgaria,BGR,2012,0.377552809,44708.064,6.119456526,7305888,100
Burkina Faso,BFA,2012,0.102397567,2629.239,0.158663009,16571216,854
Burundi,BDI,2012,0.038201651,282.359,0.030296973,9319710,108
Cabo Verde,CPV,2012,0.161477734,506.046,0.984565517,513979,132
Cambodia,KHM,2012,0.129169763,5456.496,0.369259354,14776866,116
Cameroon,CMR,2012,0.094462664,6127.557,0.290648216,21082383,120
Canada,CAN,2012,0.353318331,517457.704,14.89063564,34750545,124
Cayman Islands,CYM,2012,0,535.382,9.307268397,57523,136
Central African Republic,CAF,2012,0.068328691,293.36,0.06533025,4490416,140
Chad,TCD,2012,0.024111693,612.389,0.048200118,12705135,148
Chile,CHL,2012,0.21637012,80974.694,4.677982797,17309746,152
China,CHN,2012,0.65410187,10028573.94,7.424750916,1350695000,156
Colombia,COL,2012,0.141428924,79951.601,1.705398582,46881475,170
Comoros,COM,2012,0.136401555,143.013,0.197567789,723868,174
"Congo, Dem. Rep.",COD,2012,0.048374322,2401.885,0.034820686,68978682,180
"Congo, Rep.",COG,2012,0.119416847,2970.27,0.641061363,4633363,178
Costa Rica,CRI,2012,0.118071097,7766.706,1.668780062,4654122,188
Cote d'Ivoire,CIV,2012,0.157115986,9295.845,0.434007998,21418603,384
Croatia,HRV,2012,0.199237184,17993.969,4.21645564,4267558,191
Cuba,CUB,2012,0,36156.62,3.176608348,11382146,192
Curacao,CUW,2012,0,5999.212,39.44566304,152088,531
Cyprus,CYP,2012,0.250961428,6919.629,6.096256416,1135062,196
Czech Republic,CZE,2012,0.330908677,101029.517,9.611985879,10510785,203
Denmark,DNK,2012,0.145406802,36427.978,6.514800847,5591572,208
Djibouti,DJI,2012,0,517.047,0.586763279,881185,262
Dominica,DMA,2012,0.185271757,135.679,1.883279662,72044,212
Dominican Republic,DOM,2012,0.18609394,22123.011,2.178544552,10154950,214
Ecuador,ECU,2012,0.235294903,38140.467,2.473495016,15419666,218
"Egypt, Arab Rep.",EGY,2012,0.247109932,217068.065,2.471928185,87813257,818
El Salvador,SLV,2012,0.157811487,6662.939,1.070997514,6221246,222
Equatorial Guinea,GNQ,2012,0.135728744,5115.465,4.925379817,1038593,226
Eritrea,ERI,2012,0,660.06,0,0,232
Estonia,EST,2012,0.512019073,17623.602,13.32400037,1322696,233
Eswatini,SWZ,2012,0.126061346,1206.443,0.96657875,1248158,748
Ethiopia,ETH,2012,0.073906529,8562.445,0.092622864,92444183,231
Faroe Islands,FRO,2012,0,590.387,12.13140591,48666,234
Fiji,FJI,2012,0.158022561,1059.763,1.213104227,873596,242
Finland,FIN,2012,0.223421812,49134.133,9.075433356,5413971,246
France,FRA,2012,0.13469163,333227.624,5.075063887,65659789,250
French Polynesia,PYF,2012,0,814.074,2.996190694,271703,258
Gabon,GAB,2012,0.176547918,5104.464,2.905518332,1756817,266
"Gambia, The",GMB,2012,0.158783002,454.708,0.252317681,1802125,270
Georgia,GEO,2012,0.274952828,8441.434,2.20691085,3825000,268
Germany,DEU,2012,0.211166755,739861.254,9.199299757,80425823,276
Ghana,GHA,2012,0.124768325,11877.413,0.4615626,25733049,288
Gibraltar,GIB,2012,0,462.042,13.74184338,33623,292
Greece,GRC,2012,0.286618982,80043.276,7.247007359,11045011,300
Greenland,GRL,2012,0,568.385,10.00501672,56810,304
Grenada,GRD,2012,0.228632394,271.358,2.572577052,105481,308
Guam,GUM,2012,0,0,0,159973,316
Guatemala,GTM,2012,0.111584763,11972.755,0.784016181,15271056,320
Guinea,GIN,2012,0.133416338,2581.568,0.22883261,11281469,324
Guinea-Bissau,GNB,2012,0.10733813,253.023,0.154457589,1638139,624
Guyana,GUY,2012,0.405128151,1994.848,2.648880414,753091,328
Haiti,HTI,2012,0.139330995,2313.877,0.224883835,10289210,332
Honduras,HND,2012,0.25071234,8984.15,1.05625722,8505646,340
"Hong Kong SAR, China",HKG,2012,0.118373061,43424.614,6.073287646,7150100,344
Hungary,HUN,2012,0.194597594,44583.386,4.494128944,9920362,348
Iceland,ISL,2012,0.137949346,1800.497,5.613991818,320716,352
India,IND,2012,0.325048969,2018503.817,1.598098637,1263065852,356
Indonesia,IDN,2012,0.271689923,637078.911,2.559750233,248883232,360
"Iran, Islamic Rep.",IRN,2012,0.472573382,611758.276,8.001696245,76453574,364
Iraq,IRQ,2012,0.312816468,152723.216,4.659523902,32776571,368
Ireland,IRL,2012,0.166863234,35591.902,7.738155591,4599533,372
Isle of Man,IMN,2012,0,0,0,81406,833
Israel,ISR,2012,0.301120901,75529.199,9.547967764,7910500,376
Italy,ITA,2012,0.171244721,369468.585,6.205413858,59539717,380
Jamaica,JAM,2012,0.321749681,7462.345,2.626668783,2840992,388
Japan,JPN,2012,0.259162923,1230168.49,9.63862829,127629000,392
Jordan,JOR,2012,0.335002353,24444.222,3.058367062,7992573,400
Kazakhstan,KAZ,2012,0.646206612,242971.753,14.46941789,16792089,398
Kenya,KEN,2012,0.10818382,12515.471,0.286745421,43646629,404
Kiribati,KIR,2012,0.325838014,62.339,0.584722313,106613,296
"Korea, Dem. People’s Rep.",PRK,2012,0,49057.126,1.973809403,24854034,408
"Korea, Rep.",KOR,2012,0.362425308,583966.083,11.63282456,50199853,410
Kuwait,KWT,2012,0.381262048,102334.969,30.13791232,3395556,414
Kyrgyz Republic,KGZ,2012,0.618245667,10131.921,1.806948388,5607200,417
Lao PDR,LAO,2012,0.054206179,1697.821,0.264657252,6415169,418
Latvia,LVA,2012,0.163355457,7062.642,3.471747548,2034319,428
Lebanon,LBN,2012,0.300203254,22632.724,4.603511835,4916404,422
Lesotho,LSO,2012,0.431819681,2405.552,1.151021471,2089928,426
Liberia,LBR,2012,0.312348241,1026.76,0.245544549,4181563,430
Libya,LBY,2012,0.334424978,52683.789,8.499773485,6198258,434
Liechtenstein,LIE,2012,0,47.671,1.304446573,36545,438
Lithuania,LTU,2012,0.187748733,13831.924,4.629509672,2987773,440
Luxembourg,LUX,2012,0.219206966,10663.636,20.08421949,530946,442
"Macao SAR, China",MAC,2012,0.018395507,1312.786,2.333713164,562531,446
"Macedonia, FYR",MKD,2012,0.365077141,8965.815,4.322883016,2074036,807
Madagascar,MDG,2012,0.08673762,2706.246,0.121103401,22346573,450
Malawi,MWI,2012,0.064323393,1096.433,0.06811283,16097305,454
Malaysia,MYS,2012,0.325882698,218707.214,7.497558969,29170456,458
Maldives,MDV,2012,0.223996408,1111.101,2.876986973,386203,462
Mali,MLI,2012,0.03377448,993.757,0.062083931,16006670,466
Malta,MLT,2012,0.216804764,2680.577,6.38190073,420028,470
Marshall Islands,MHL,2012,0.527907137,102.676,1.949680041,52663,584
Mauritania,MRT,2012,0.196561716,2654.908,0.693144214,3830239,478
Mauritius,MUS,2012,0.181482916,3967.694,3.15928885,1255882,480
Mexico,MEX,2012,0.246588188,496324.783,4.107686314,120828307,484
"Micronesia, Fed. Sts.",FSM,2012,0.38493052,135.679,1.310870216,103503,583
Moldova,MDA,2012,0.327316238,4924.781,1.383552384,3559519,498
Monaco,MCO,2012,0,0,0,37783,492
Mongolia,MNG,2012,0.934806536,26226.384,9.319217433,2814226,496
Montenegro,MNE,2012,0.271490032,2335.879,3.763898221,620601,499
Morocco,MAR,2012,0.268105734,62731.369,1.881915344,33333789,504
Mozambique,MOZ,2012,0.120042426,3120.617,0.121535416,25676606,508
Myanmar,MMR,2012,0.051390131,11070.673,0.217129435,50986514,104
Namibia,NAM,2012,0.16370677,3384.641,1.495026357,2263934,516
Nauru,NRU,2012,0.48743739,40.337,3.924214418,10279,520
Nepal,NPL,2012,0.098874075,5856.199,0.211798007,27649925,524
Netherlands,NLD,2012,0.217626911,170310.148,10.16475883,16754962,528
New Caledonia,NCL,2012,0,3630.33,14.01671815,259000,540
New Zealand,NZL,2012,0.234865382,34150.771,7.747276831,4408100,554
Nicaragua,NIC,2012,0.173345761,4620.42,0.786172383,5877108,558
Niger,NER,2012,0.119786876,1866.503,0.105264016,17731634,562
Nigeria,NGA,2012,0.108277088,98502.954,0.588789917,167297284,566
Northern Mariana Islands,MNP,2012,0,0,0,53718,580
Norway,NOR,2012,0.151892446,49889.535,9.940980235,5018573,578
Oman,OMN,2012,0.389643241,59159.711,17.07526401,3464644,512
Pakistan,PAK,2012,0.206609383,163496.862,0.918978434,177911533,586
Palau,PLW,2012,0.926704763,253.023,12.18918008,20758,585
Panama,PAN,2012,0.142726829,10113.586,2.680559818,3772938,591
Papua New Guinea,PNG,2012,0.207754526,5078.795,0.683475587,7430836,598
Paraguay,PRY,2012,0.111229431,5284.147,0.828337607,6379219,600
Peru,PER,2012,0.163834946,55071.006,1.82602434,30158966,604
Philippines,PHL,2012,0.154376115,91205.624,0.941558643,96866642,608
Poland,POL,2012,0.330623955,299931.264,7.879830064,38063164,616
Portugal,PRT,2012,0.165420585,46013.516,4.37605313,10514844,620
Puerto Rico,PRI,2012,0,0,0,3634488,630
Qatar,QAT,2012,0.349642319,94124.556,44.61792936,2109568,634
Romania,ROU,2012,0.214626605,81722.762,4.074315455,20058035,642
Russian Federation,RUS,2012,0.495838419,1830830.424,12.78497902,143201676,643
Rwanda,RWA,2012,0.044085574,737.067,0.068317457,10788853,646
Samoa,WSM,2012,0.182079324,198.018,1.046639957,189194,882
San Marino,SMR,2012,0,0,0,31914,674
Sao Tome and Principe,STP,2012,0.224534095,113.677,0.621562806,182889,678
Saudi Arabia,SAU,2012,0.383986629,564842.678,19.41950578,29086357,682
Senegal,SEN,2012,0.25925011,7913.386,0.577471339,13703513,686
Serbia,SRB,2012,0.466936851,44062.672,6.120600182,7199077,688
Seychelles,SYC,2012,0.216339151,440.04,4.983296151,88303,690
Sierra Leone,SLE,2012,0.106607458,1030.427,0.152292538,6766103,694
Singapore,SGP,2012,0.088128316,36372.973,6.846758465,5312437,702
Sint Maarten (Dutch part),SXM,2012,0,696.73,20.11345266,34640,534
Slovak Republic,SVK,2012,0.227377452,32764.645,6.059022901,5407579,703
Slovenia,SVN,2012,0.248625008,14781.677,7.185481044,2057159,705
Solomon Islands,SLB,2012,0.16633389,198.018,0.359033309,551531,90
Somalia,SOM,2012,0,608.722,0.047691373,12763776,706
South Africa,ZAF,2012,0.711000481,468770.945,8.845033039,52998213,710
South Sudan,SSD,2012,0.077933812,1331.121,0.123043932,10818258,728
Spain,ESP,2012,0.176969297,264779.402,5.660938803,46773055,724
Sri Lanka,LKA,2012,0.077227205,16032.124,0.784926512,20425000,144
St. Kitts and Nevis,KNA,2012,0.192686805,220.02,4.18360556,52591,659
St. Lucia,LCA,2012,0.1894783,407.037,2.3281208,174835,662
St. Martin (French part),MAF,2012,0,0,0,30959,663
St. Vincent and the Grenadines,VCT,2012,0.227041419,253.023,2.314347651,109328,670
Sudan,SDN,2012,0.097504729,14642.331,0.300706838,35990192,729
Suriname,SUR,2012,0.272913077,2258.872,4.205862474,537077,740
Sweden,SWE,2012,0.110504274,47047.61,4.942300828,9519374,752
Switzerland,CHE,2012,0.081652692,37773.767,4.723574287,7996861,756
Syrian Arab Republic,SYR,2012,0,44730.066,2.190427547,20420701,760
Tajikistan,TJK,2012,0.155005388,2933.6,0.366926485,7995062,762
Tanzania,TZA,2012,0.088273858,9545.201,0.194470623,49082997,834
Thailand,THA,2012,0.297106949,296597.961,4.371765415,67843979,764
Timor-Leste,TLS,2012,0.024958994,293.36,0.253604896,1156760,626
Togo,TGO,2012,0.282605788,2486.226,0.362450984,6859482,768
Tonga,TON,2012,0.194000091,106.343,1.013263332,104951,776
Trinidad and Tobago,TTO,2012,1.063601923,45419.462,33.85500019,1341588,780
Tunisia,TUN,2012,0.234095397,27003.788,2.480445624,10886668,788
Turkey,TUR,2012,0.214123941,329560.624,4.419487888,74569867,792
Turkmenistan,TKM,2012,0.988295009,64872.897,12.31489744,5267839,795
Turks and Caicos Islands,TCA,2012,0,198.018,6.105824674,32431,796
Tuvalu,TUV,2012,0.33219493,11.001,1.025734266,10725,798
Uganda,UGA,2012,0.068440632,4070.37,0.112110416,36306796,800
Ukraine,UKR,2012,0.765456248,295791.221,6.487602806,45593300,804
United Arab Emirates,ARE,2012,0.327491304,176386.367,19.81768422,8900453,784
United Kingdom,GBR,2012,0.195087717,468572.927,7.355898277,63700300,826
United States,USA,2012,0.316889852,5119436.361,16.3042868,313993272,840
Uruguay,URY,2012,0.136021612,8694.457,2.559619604,3396777,858
Uzbekistan,UZB,2012,0.801403775,115814.861,3.889733195,29774500,860
Vanuatu,VUT,2012,0.155569243,113.677,0.459328848,247485,548
"Venezuela, RB",VEN,2012,0.369310243,198766.068,6.649233468,29893080,862
Vietnam,VNM,2012,0.320235351,142220.928,1.572337982,90451881,704
Virgin Islands (U.S.),VIR,2012,0,0,0,108191,850
West Bank and Gaza,PSE,2012,0.110256546,2200.2,0.543675272,4046901,275
"Yemen, Rep.",YEM,2012,0.193991925,18668.697,0.749446818,24909969,887
Zambia,ZMB,2012,0.069796521,3667,0.249456851,14699937,894
Zimbabwe,ZWE,2012,0.277937299,7792.375,0.529703431,14710826,716
Afghanistan,AFG,2013,0.164963551,10014.577,0.315601773,31731688,4
Albania,ALB,2013,0.165473357,5064.127,1.749211079,2895092,8
Algeria,DZA,2013,0.255714173,134465.223,3.507310029,38338562,12
American Samoa,ASM,2013,0,0,0,55307,16
Andorra,AND,2013,0,476.71,5.900752587,80788,20
Angola,AGO,2013,0.195918607,32617.965,1.254617218,25998340,24
Antigua and Barbuda,ATG,2013,0.275175833,524.381,5.360453467,97824,28
Argentina,ARG,2013,0.221357759,189851.591,4.462903755,42539925,32
Armenia,ARM,2013,0.23754155,5496.833,1.899711734,2893509,51
Aruba,ABW,2013,0,861.745,8.351294252,103187,533
Australia,AUS,2013,0.351210473,372266.506,16.08347439,23145901,36
Austria,AUT,2013,0.153765298,62485.68,7.368748145,8479823,40
Azerbaijan,AZE,2013,0.22042403,35643.24,3.785068836,9416801,31
"Bahamas, The",BHS,2013,0.248561766,2801.588,7.426540134,377240,44
Bahrain,BHR,2013,0.538945691,31312.513,23.80435697,1315411,48
Bangladesh,BGD,2013,0.150751088,69709.67,0.442400828,157571292,50
Barbados,BRB,2013,0.301914756,1448.465,5.127146392,282509,52
Belarus,BLR,2013,0.368692143,63769.13,6.736652251,9465997,112
Belgium,BEL,2013,0.199250844,96970.148,8.671352487,11182817,56
Belize,BLZ,2013,0.183461369,513.38,1.491598897,344181,84
Benin,BEN,2013,0.290174815,5812.195,0.580960914,10004451,204
Bermuda,BMU,2013,0.134484076,458.375,7.051814587,65001,60
Bhutan,BTN,2013,0.16443424,920.417,1.203220818,764961,64
Bolivia,BOL,2013,0.288589277,18918.053,1.818997383,10400264,68
Bosnia and Herzegovina,BIH,2013,0.561694365,21921.326,6.080813337,3604999,70
Botswana,BWA,2013,0.152485979,5229.142,2.456718254,2128507,72
Brazil,BRA,2013,0.155808389,503677.118,2.488417184,202408632,76
British Virgin Islands,VGB,2013,0,176.016,6.057819383,29056,92
Brunei Darussalam,BRN,2013,0.235051116,7803.376,19.23359197,405716,96
Bulgaria,BGR,2013,0.327730091,39599.933,5.450695963,7265115,100
Burkina Faso,BFA,2013,0.110795835,3058.278,0.179132409,17072723,854
Burundi,BDI,2013,0.036876836,289.693,0.03017577,9600186,108
Cabo Verde,CPV,2013,0.155361008,498.712,0.958866077,520106,132
Cambodia,KHM,2013,0.121589038,5603.176,0.372980821,15022692,116
Cameroon,CMR,2013,0.097484281,6772.949,0.312755732,21655715,120
Canada,CAN,2013,0.333593673,517160.677,14.71197182,35152370,124
Cayman Islands,CYM,2013,0,535.382,9.172054616,58371,136
